HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
72043,2455983.90874865,6.44413696526062,0.0004738710817606,899.9943,7.13940235421539,-0.0067940528715508,HARPS-B,143.1
72043,2455984.8896732,6.44483070344201,0.0005038756825816,899.994,7.13816106344079,-0.0044900071866189,HARPS-B,135.0
72043,2455985.88460249,6.44676817160461,0.0004560444703371,899.9996,7.14279627829799,-0.005864498016904,HARPS-B,148.8
72043,2455986.90404644,6.4467839352333,0.0005017141462576,899.9995,7.14692111981395,-0.0044797331566597,HARPS-B,135.9
72043,2456047.72006577,6.44278309961806,0.0006154566427798,899.9939,7.13314427238803,-0.0085079937783083,HARPS-B,109.8
72043,2456048.70507776,6.44089667390756,0.0006568540252654,899.9938,7.13313843638461,-0.0082917824162969,HARPS-B,102.1
72043,2456164.50003393,6.44645731960778,0.0009993202821647,900.0065,7.14082914745723,-0.009539801628791,HARPS-B,68.7
72043,2456376.82058547,6.44389265350907,0.0005791798153048,900.0008,7.14429995709831,-0.0027160628700846,HARPS-B,116.2
72043,2456377.78678059,6.44243226397057,0.000551721744402,900.0009,7.1440925824564,-0.0029296292108309,HARPS-B,121.4
72043,2456378.77398223,6.44126151442395,0.0005358482484301,900.0008,7.14267340517452,-0.0046065806216733,HARPS-B,125.1
72043,2456379.80421655,6.44256554276493,0.000559492876669,900.0011,7.14254106036034,-0.0018864120444037,HARPS-B,119.6
72043,2456380.80623092,6.44122222102396,0.0005030214765118,900.0009,7.14463981976574,-0.0046890534071888,HARPS-B,133.4
72043,2456381.80666984,6.44258362763255,0.0004860358302385,900.001,7.14546858337725,-0.0067729802836948,HARPS-B,138.3
72043,2456485.49138347,6.45278539863063,0.000622566382631,900.0012,7.14523423324135,-0.0039773104411216,HARPS-B,108.5
72043,2456486.54569652,6.45336777835399,0.0005273272194531,900.0,7.14715689816415,-0.0043957256527322,HARPS-B,127.7
72043,2456487.51208816,6.45680094800786,0.0005441951805553,900.0004,7.14977907842866,-0.005580741734203,HARPS-B,124.6
72043,2456488.50529453,6.45501671285366,0.0006090808814557,900.0002,7.1457262646218,-0.0066324571749341,HARPS-B,111.6
72043,2456489.50974976,6.46551588635417,0.0006770963062993,900.0006,7.15033866589709,-0.0070433308601369,HARPS-B,100.2
72043,2456490.52162316,6.46483425143744,0.0005900652831952,900.0013,7.1515915090486,-0.0061141473980193,HARPS-B,114.9
72043,2456708.83933667,6.46343615103693,0.0005850298567906,900.0028,7.14511900089211,-0.0041127270822531,HARPS-B,114.4
72043,2456709.86080095,6.46148019056625,0.0006129114168535,900.001,7.14408193730897,-0.0076114149016364,HARPS-B,110.3
72043,2456710.85836226,6.46318625598282,0.0006063590119781,900.0024,7.14040318837011,-0.0068774641414517,HARPS-B,111.5
72043,2456711.83233315,6.46486656515201,0.0005861305024381,900.0022,7.1415843646405,-0.0062374709426116,HARPS-B,114.6
72043,2456851.51132215,6.47196795624931,0.0006360586106896,900.0011,7.14076429040528,-0.0049842844260599,HARPS-B,105.9
72043,2456852.51320872,6.47085078829433,0.0006495812251119,900.0011,7.13845575949234,-0.0079409034222059,HARPS-B,104.0
72043,2456854.50263044,6.47171299654526,0.0009251760189283,900.0008,7.14299872605541,-0.0051534242498867,HARPS-B,74.0
72043,2456855.51588112,6.46999926062978,0.000569829944403,900.0009,7.14260188605443,-0.0087774034034433,HARPS-B,118.6
72043,2456856.49534965,6.47239470461025,0.0007010751821894,900.0012,7.1421945427919,-0.0071455399080004,HARPS-B,96.5
